,1,metric,model,method
0,0.7647058823529411,acc,LSTM_stateful,end_to_end stateful
1,1.0,acc,LSTM_stateful,end_to_end stateful
2,0.7647058823529411,acc,LSTM_stateful,end_to_end stateful
3,0.9411764705882352,acc,LSTM_stateful,end_to_end stateful
4,0.8823529411764706,acc,LSTM_stateful,end_to_end stateful
5,0.7638888888888888,roc,LSTM_stateful,end_to_end stateful
6,1.0,roc,LSTM_stateful,end_to_end stateful
7,0.775,roc,LSTM_stateful,end_to_end stateful
8,0.9166666666666669,roc,LSTM_stateful,end_to_end stateful
9,0.8365384615384616,roc,LSTM_stateful,end_to_end stateful
10,0.7777777777777778,fms,LSTM_stateful,end_to_end stateful
11,1.0,fms,LSTM_stateful,end_to_end stateful
12,0.6666666666666666,fms,LSTM_stateful,end_to_end stateful
13,0.9090909090909092,fms,LSTM_stateful,end_to_end stateful
14,0.75,fms,LSTM_stateful,end_to_end stateful
15,0.7777777777777778,precision,LSTM_stateful,end_to_end stateful
16,1.0,precision,LSTM_stateful,end_to_end stateful
17,0.5714285714285714,precision,LSTM_stateful,end_to_end stateful
18,1.0,precision,LSTM_stateful,end_to_end stateful
19,0.75,precision,LSTM_stateful,end_to_end stateful
20,0.7777777777777778,recall,LSTM_stateful,end_to_end stateful
21,1.0,recall,LSTM_stateful,end_to_end stateful
22,0.8,recall,LSTM_stateful,end_to_end stateful
23,0.8333333333333334,recall,LSTM_stateful,end_to_end stateful
24,0.75,recall,LSTM_stateful,end_to_end stateful
25,0.75,specificity,LSTM_stateful,end_to_end stateful
26,1.0,specificity,LSTM_stateful,end_to_end stateful
27,0.75,specificity,LSTM_stateful,end_to_end stateful
28,1.0,specificity,LSTM_stateful,end_to_end stateful
29,0.9230769230769232,specificity,LSTM_stateful,end_to_end stateful
