,1,metric,model,method
0,0.7647058823529411,acc,LSTM_stateful,end_to_end stateful
1,0.8235294117647058,acc,LSTM_stateful,end_to_end stateful
2,0.7647058823529411,acc,LSTM_stateful,end_to_end stateful
3,0.8235294117647058,acc,LSTM_stateful,end_to_end stateful
4,0.7647058823529411,acc,LSTM_stateful,end_to_end stateful
5,0.7785714285714287,roc,LSTM_stateful,end_to_end stateful
6,0.8263888888888888,roc,LSTM_stateful,end_to_end stateful
7,0.7803030303030303,roc,LSTM_stateful,end_to_end stateful
8,0.8257575757575758,roc,LSTM_stateful,end_to_end stateful
9,0.7638888888888888,roc,LSTM_stateful,end_to_end stateful
10,0.7777777777777777,fms,LSTM_stateful,end_to_end stateful
11,0.823529411764706,fms,LSTM_stateful,end_to_end stateful
12,0.7999999999999999,fms,LSTM_stateful,end_to_end stateful
13,0.7692307692307692,fms,LSTM_stateful,end_to_end stateful
14,0.7777777777777778,fms,LSTM_stateful,end_to_end stateful
15,0.875,precision,LSTM_stateful,end_to_end stateful
16,0.7777777777777778,precision,LSTM_stateful,end_to_end stateful
17,0.8888888888888888,precision,LSTM_stateful,end_to_end stateful
18,0.7142857142857143,precision,LSTM_stateful,end_to_end stateful
19,0.7777777777777778,precision,LSTM_stateful,end_to_end stateful
20,0.7,recall,LSTM_stateful,end_to_end stateful
21,0.875,recall,LSTM_stateful,end_to_end stateful
22,0.7272727272727273,recall,LSTM_stateful,end_to_end stateful
23,0.8333333333333334,recall,LSTM_stateful,end_to_end stateful
24,0.7777777777777778,recall,LSTM_stateful,end_to_end stateful
25,0.8571428571428571,specificity,LSTM_stateful,end_to_end stateful
26,0.7777777777777778,specificity,LSTM_stateful,end_to_end stateful
27,0.8333333333333334,specificity,LSTM_stateful,end_to_end stateful
28,0.8181818181818182,specificity,LSTM_stateful,end_to_end stateful
29,0.75,specificity,LSTM_stateful,end_to_end stateful
