,1,metric,model,method
0,0.8823529411764706,acc,LSTM_stateful,end_to_end stateful
1,0.8823529411764706,acc,LSTM_stateful,end_to_end stateful
2,0.8823529411764706,acc,LSTM_stateful,end_to_end stateful
3,0.8235294117647058,acc,LSTM_stateful,end_to_end stateful
4,0.8235294117647058,acc,LSTM_stateful,end_to_end stateful
5,0.8819444444444444,roc,LSTM_stateful,end_to_end stateful
6,0.8583333333333333,roc,LSTM_stateful,end_to_end stateful
7,0.8819444444444444,roc,LSTM_stateful,end_to_end stateful
8,0.8194444444444443,roc,LSTM_stateful,end_to_end stateful
9,0.8194444444444443,roc,LSTM_stateful,end_to_end stateful
10,0.875,fms,LSTM_stateful,end_to_end stateful
11,0.8000000000000002,fms,LSTM_stateful,end_to_end stateful
12,0.8888888888888888,fms,LSTM_stateful,end_to_end stateful
13,0.7999999999999999,fms,LSTM_stateful,end_to_end stateful
14,0.7999999999999999,fms,LSTM_stateful,end_to_end stateful
15,0.875,precision,LSTM_stateful,end_to_end stateful
16,0.8,precision,LSTM_stateful,end_to_end stateful
17,0.8888888888888888,precision,LSTM_stateful,end_to_end stateful
18,0.8571428571428571,precision,LSTM_stateful,end_to_end stateful
19,0.8571428571428571,precision,LSTM_stateful,end_to_end stateful
20,0.875,recall,LSTM_stateful,end_to_end stateful
21,0.8,recall,LSTM_stateful,end_to_end stateful
22,0.8888888888888888,recall,LSTM_stateful,end_to_end stateful
23,0.75,recall,LSTM_stateful,end_to_end stateful
24,0.75,recall,LSTM_stateful,end_to_end stateful
25,0.8888888888888888,specificity,LSTM_stateful,end_to_end stateful
26,0.9166666666666666,specificity,LSTM_stateful,end_to_end stateful
27,0.875,specificity,LSTM_stateful,end_to_end stateful
28,0.8888888888888888,specificity,LSTM_stateful,end_to_end stateful
29,0.8888888888888888,specificity,LSTM_stateful,end_to_end stateful
