,1,metric,model,method
0,0.9411764705882352,acc,LSTM_stateful,end_to_end stateful
1,0.8235294117647058,acc,LSTM_stateful,end_to_end stateful
2,0.8235294117647058,acc,LSTM_stateful,end_to_end stateful
3,0.8235294117647058,acc,LSTM_stateful,end_to_end stateful
4,0.8235294117647058,acc,LSTM_stateful,end_to_end stateful
5,0.9375,roc,LSTM_stateful,end_to_end stateful
6,0.8285714285714286,roc,LSTM_stateful,end_to_end stateful
7,0.8194444444444444,roc,LSTM_stateful,end_to_end stateful
8,0.7,roc,LSTM_stateful,end_to_end stateful
9,0.7878787878787877,roc,LSTM_stateful,end_to_end stateful
10,0.9333333333333332,fms,LSTM_stateful,end_to_end stateful
11,0.8421052631578948,fms,LSTM_stateful,end_to_end stateful
12,0.8421052631578948,fms,LSTM_stateful,end_to_end stateful
13,0.5714285714285715,fms,LSTM_stateful,end_to_end stateful
14,0.7272727272727272,fms,LSTM_stateful,end_to_end stateful
15,1.0,precision,LSTM_stateful,end_to_end stateful
16,0.8888888888888888,precision,LSTM_stateful,end_to_end stateful
17,0.8,precision,LSTM_stateful,end_to_end stateful
18,1.0,precision,LSTM_stateful,end_to_end stateful
19,0.8,precision,LSTM_stateful,end_to_end stateful
20,0.875,recall,LSTM_stateful,end_to_end stateful
21,0.8,recall,LSTM_stateful,end_to_end stateful
22,0.8888888888888888,recall,LSTM_stateful,end_to_end stateful
23,0.4,recall,LSTM_stateful,end_to_end stateful
24,0.6666666666666666,recall,LSTM_stateful,end_to_end stateful
25,1.0,specificity,LSTM_stateful,end_to_end stateful
26,0.8571428571428571,specificity,LSTM_stateful,end_to_end stateful
27,0.75,specificity,LSTM_stateful,end_to_end stateful
28,1.0,specificity,LSTM_stateful,end_to_end stateful
29,0.9090909090909092,specificity,LSTM_stateful,end_to_end stateful
