,1,metric,model,method
0,0.7058823529411765,acc,LSTM_stateful,end_to_end stateful
1,0.7647058823529411,acc,LSTM_stateful,end_to_end stateful
2,0.7647058823529411,acc,LSTM_stateful,end_to_end stateful
3,0.8823529411764706,acc,LSTM_stateful,end_to_end stateful
4,0.7058823529411765,acc,LSTM_stateful,end_to_end stateful
5,0.7348484848484849,roc,LSTM_stateful,end_to_end stateful
6,0.8181818181818181,roc,LSTM_stateful,end_to_end stateful
7,0.8461538461538461,roc,LSTM_stateful,end_to_end stateful
8,0.9,roc,LSTM_stateful,end_to_end stateful
9,0.7333333333333334,roc,LSTM_stateful,end_to_end stateful
10,0.6666666666666667,fms,LSTM_stateful,end_to_end stateful
11,0.7777777777777778,fms,LSTM_stateful,end_to_end stateful
12,0.6666666666666666,fms,LSTM_stateful,end_to_end stateful
13,0.888888888888889,fms,LSTM_stateful,end_to_end stateful
14,0.6153846153846154,fms,LSTM_stateful,end_to_end stateful
15,0.5555555555555556,precision,LSTM_stateful,end_to_end stateful
16,1.0,precision,LSTM_stateful,end_to_end stateful
17,0.5,precision,LSTM_stateful,end_to_end stateful
18,1.0,precision,LSTM_stateful,end_to_end stateful
19,0.5,precision,LSTM_stateful,end_to_end stateful
20,0.8333333333333334,recall,LSTM_stateful,end_to_end stateful
21,0.6363636363636364,recall,LSTM_stateful,end_to_end stateful
22,1.0,recall,LSTM_stateful,end_to_end stateful
23,0.8,recall,LSTM_stateful,end_to_end stateful
24,0.8,recall,LSTM_stateful,end_to_end stateful
25,0.6363636363636364,specificity,LSTM_stateful,end_to_end stateful
26,1.0,specificity,LSTM_stateful,end_to_end stateful
27,0.6923076923076923,specificity,LSTM_stateful,end_to_end stateful
28,1.0,specificity,LSTM_stateful,end_to_end stateful
29,0.6666666666666666,specificity,LSTM_stateful,end_to_end stateful
