,1,metric,model,method
0,0.7647058823529411,acc,LSTM_stateful,end_to_end stateful
1,0.7647058823529411,acc,LSTM_stateful,end_to_end stateful
2,0.7647058823529411,acc,LSTM_stateful,end_to_end stateful
3,0.9411764705882352,acc,LSTM_stateful,end_to_end stateful
4,0.4705882352941176,acc,LSTM_stateful,end_to_end stateful
5,0.7569444444444444,roc,LSTM_stateful,end_to_end stateful
6,0.7803030303030304,roc,LSTM_stateful,end_to_end stateful
7,0.7638888888888888,roc,LSTM_stateful,end_to_end stateful
8,0.875,roc,LSTM_stateful,end_to_end stateful
9,0.4807692307692308,roc,LSTM_stateful,end_to_end stateful
10,0.7142857142857143,fms,LSTM_stateful,end_to_end stateful
11,0.7142857142857143,fms,LSTM_stateful,end_to_end stateful
12,0.7777777777777778,fms,LSTM_stateful,end_to_end stateful
13,0.8571428571428571,fms,LSTM_stateful,end_to_end stateful
14,0.5714285714285714,fms,LSTM_stateful,end_to_end stateful
15,0.8333333333333334,precision,LSTM_stateful,end_to_end stateful
16,0.625,precision,LSTM_stateful,end_to_end stateful
17,0.7777777777777778,precision,LSTM_stateful,end_to_end stateful
18,1.0,precision,LSTM_stateful,end_to_end stateful
19,0.75,precision,LSTM_stateful,end_to_end stateful
20,0.625,recall,LSTM_stateful,end_to_end stateful
21,0.8333333333333334,recall,LSTM_stateful,end_to_end stateful
22,0.7777777777777778,recall,LSTM_stateful,end_to_end stateful
23,0.75,recall,LSTM_stateful,end_to_end stateful
24,0.4615384615384615,recall,LSTM_stateful,end_to_end stateful
25,0.8888888888888888,specificity,LSTM_stateful,end_to_end stateful
26,0.7272727272727273,specificity,LSTM_stateful,end_to_end stateful
27,0.75,specificity,LSTM_stateful,end_to_end stateful
28,1.0,specificity,LSTM_stateful,end_to_end stateful
29,0.5,specificity,LSTM_stateful,end_to_end stateful
